Skills,Education,Experience,ID,Category
"and expertise, I am eager to become a key member of your team. As specified in","al needs of culturally, racially, and socio-","in elementary level teaching combined with my B.A in History/Music as well Alt. Certification (K-5), makes me a worthy",33704389,TEACHER
. After School Education and Safety,al Outcomes:,Company Name August 2012 to Current Teacher,22408666,TEACHER
.Â,", work in both civilIan and military experience,","that I have gained through my various education, work in both civilIan and military experience,",22968380,TEACHER
Positive and cheerful Training in food handling preparation,al issues.Creative preschool teacher who supports all learning styles. Implements the,Teacher,48547319,TEACHER
will benefit the company. Technically-adept [Job Title] with advanced knowledge of MS Office Suite and experience creating,al software and the Internet.,creating,86597425,TEACHER
.,and Training,03/2016 to 05/2016,27524018,TEACHER
"academic, Arts, Coach, continuous improvement, Council, critical thinking, educational programs, English, instruction, Leadership, leadership",al strategies to design lesson plans and instruct alignment; students at a variety of,08/2009 to Current,16210888,TEACHER
"Word, Excel, and PowerPoint Ã¢â‚¬Â¢Advanced knowledge and skills in using media tools for teaching purposes such as","al professional accomplished in organizing teacher curricula, creating full year course pacing guides, creating and implementing engaging",and provide the highest level of education for each student.,58105060,TEACHER
English,"Bachelor of Arts : English, Psychology , 05/2021",Demonstrated success in personal and professional settings providing range of document and text,32067700,TEACHER
", and common diseases and",and Training,Company Name February 2016 to June 2016 Teacher,14958913,TEACHER
.,and Training,"in office administration and public speaking. Attentive and adaptable, skilled in management of classroom operations. Effective in",99244405,TEACHER
", learn problem solving skills, and to help children feel safe in a friendly,",professional driven to inspire students to achieve personal and academic success.,08/2008 to Current,19302310,TEACHER
and strategies to achieve professional goals. Motivated and organized. Attention to Detail Administrative Support,in Broward County.Â,working in various industries and capable of,34033933,TEACHER
Meticulous attention to detail,specialist for three years.,"with accounting, ordering,",21550454,TEACHER
Positive and encouraging,"MBA , Business 2006 University of Nevada ï¼​ City , State Business",in helping students broaden,11616482,TEACHER
"*Classroom management
*Records of Progress
*Small group/Guided Reading Instruction
*Hands on Math Instruction",endorsement,Company Name August 2011 to Current Teacher,18001081,TEACHER
"honed over the years to efficiently and effectively manage the classroom, develop lessons",al setting. Contributes to the success of,with extensive knowledge of: regulatory standards and frameworks; planning,66683238,TEACHER
and multi-tasking strengths. Determined,"Associates : Nursing, Nursing English, Mathematics and Accounting , 2019 ECU ï¼​ City , State , USA GPA: GPA: 2 Nursing, Nursing GPA: 2","Assistant Manager adept at problem solving, customer service and hiring and training hardworking, quality staff. Store Manager",22807104,TEACHER
"MicrobiologÃ​a, Director General, Directora, Industrial, Jefe De Laboratorio, Acta, Bpm, Bpm (business Process Management), C, Carne De",to food,in university teaching in areas: Quality and,24791126,TEACHER
Experience working special needs students,12/2009,"in many different working environments, I am accustomed to leading coworkers in",31552617,TEACHER
Store maintenance ability,al assessments to show,customer service/telesales representative,34465087,TEACHER
"arts, content, Content Development & Management, content creation, Curriculum Development, databases, Dimensions, Event Planning &","professional, with a background in instructional design, seeking opportunities to develop materials, activities, and tools that","education professional, with a background in instructional design, seeking opportunities to develop materials, activities, and tools that",76196367,TEACHER
"â€¢ Well versed with the standards of hygiene and sanitation â€¢ Demonstrated ability to perform duties in a busy environment
â€¢ Strong interpersonal and communication skills
â€¢ Good time management skills
â€¢ Courteous with clients, residents and staf f
â€¢ Sound ability to perform physically demanding chores
â€¢ Willing to stretch existing working hours to accommodate work",and Training,"serving chronically ill patients, including assisting with daily living activities and household tasks. Patient",69005326,TEACHER
and appropriate diagnostic sales techniques.,"on Psychology and pursuing my teaching certification,ha been the best professional accomplishment I have achieved. The","in all aspects of sales and marketing, contract negotiation and account management. Driven",12587973,TEACHER
"E ducator: People skills , enthusiasti c, problem-solve r, great organizational skills , encouraging, technology savvy, eager to learn, communicates","University of Redlands 2008 Elementary Credentials : Education City , State , United States",Company Name Teacher,29797594,TEACHER
:,"Teacher Company Name ï¼​ City , State","Computer Proficiency in Microsoft word Excel, and Power point",29930479,TEACHER
Quick learner,2005,seeking accounting position at a well-established company in,14224370,ACCOUNTANT
. Proven ability to take on extra responsibilities and manage multiple,Bachelor of Arts : Economics City College of New York GPA: GPA: 3.2 Honors Cum Laude Economics GPA: 3.2 Honors Cum Laude,supporting the finance needs of the organization. A,82649935,ACCOUNTANT
Budget forecasting expertise General ledger accounting,and Training,04/2016 to Current,13130984,ACCOUNTANT
Risk management expertise,"Accounting Certificate : Accounting , 2012 Cecil County Community College ï¼​ City , State",Accountant,78403342,ACCOUNTANT
is seeking a challenging position.,and Training,"detail-oriented Accountant who effectively manages multiple projects, and possesses superior organizational and communication",25127518,ACCOUNTANT
": Public Speaking, Public Relations, Team Building, Project Management, Procedure writing, Staff Supervision and Management,","Master of Arts : Christian Education Dallas Theological Seminary ï¼​ City , State , US Master of Arts in Christian Education - Dallas Theological Seminary, Dallas, TX",Accountant,19545827,ACCOUNTANT
Accounting; General Accounting; Accounts Payable; Program Management.,"Northern Maine Community College 1994 Associate : Accounting City , State , USA",Company Name July 2011 to November 2012 Accountant,10554236,ACCOUNTANT
"account reconciliations, accounting system, accounts payable, process payroll, spreadsheets",and Training,03/2016 to 03/2018,24817041,ACCOUNTANT
and attributes. Attributes Self-motivated and honest; good work ethic Effective working alone or as a cooperative team member Reliable,"Computer Applications Specialist Certificate Program : 2008 Martinez Adult Education, Business Training Center ï¼​ City , State",Accountant,11163645,ACCOUNTANT
Aderant/CMS Financial reporting,Bachelor of Business Administration : Accounting August 2002,in full life cycle of general ledger,12065211,ACCOUNTANT
